"","ID","human_entrez","name","B_vs_A_p.val","C_vs_A_p.val","B_vs_A_p.adj","C_vs_A_p.adj","B_vs_A_significant","C_vs_A_significant","significant","B_vs_A_ratio","C_vs_A_ratio","A_centered","B_centered","C_centered"
"786","P14314",5589,"PRKCSH",0.396907027721062,0.285287557480103,1,0.00108,FALSE,FALSE,FALSE,0.192,0.242,-0.145,0.0472,0.0974
"787","P14324",2224,"FDPS",0.727035204225585,0.339397860376714,1,0.00201,FALSE,FALSE,FALSE,0.0791,0.216,-0.0985,-0.0194,0.118
"788","P14384",1368,"CPM",0.670435474753636,0.355026592297072,1,0.00236,FALSE,FALSE,FALSE,0.0964,0.209,-0.102,-0.00557,0.108
"789","P14406",1347,"COX7A2",0.235170539792328,0.294361028973258,1,0.00121,FALSE,FALSE,FALSE,0.269,0.237,-0.169,0.1,0.0687
"790","P14550",10327,"AKR1A1",0.257419585627585,0.846212696585232,1,0.0406,FALSE,FALSE,FALSE,0.256,0.0439,-0.1,0.156,-0.0562
"791","P14618",5315,"PKM",0.686004417430835,0.141145559338452,1,8.42e-05,FALSE,FALSE,FALSE,-0.0916,0.333,-0.0806,-0.172,0.253
"792","P14625",7184,"HSP90B1",0.26670578803772,0.256995544826544,1,0.000745,FALSE,FALSE,FALSE,0.252,0.257,-0.169,0.0821,0.0873
"793","P14635",891,"CCNB1",0.308005786163156,0.0596074301397219,1,2.9e-06,FALSE,FALSE,FALSE,-0.231,0.427,-0.0653,-0.296,0.361
"794","P14649",140465,"MYL6B",0.974969050115817,0.366545816003594,1,0.00264,FALSE,FALSE,FALSE,-0.00711,0.205,-0.0658,-0.0729,0.139
"795","P14735",3416,"IDE",0.860880100627308,0.051642176296114,1,1.61e-06,FALSE,FALSE,FALSE,0.0397,0.441,-0.16,-0.12,0.281
"796","P14854",1340,"COX6B1",0.299552253996038,0.233692637790017,1,0.000526,FALSE,FALSE,FALSE,0.235,0.27,-0.168,0.0667,0.101
"797","P14866",3191,"HNRNPL",0.557587068546437,0.371982616228307,1,0.00279,FALSE,FALSE,FALSE,0.133,0.202,-0.112,0.0211,0.0905
"798","P14868",1615,"DARS",0.694139880162292,0.235711795139976,1,0.000543,FALSE,FALSE,FALSE,0.0891,0.269,-0.119,-0.0301,0.149
"799","P14923",3728,"JUP",0.706051582454166,0.331299638235988,1,0.00184,FALSE,FALSE,FALSE,0.0854,0.22,-0.102,-0.0164,0.118
"800","P14927",7381,"UQCRB",0.993486465631256,0.278423654476472,1,0.000992,FALSE,FALSE,FALSE,0.00185,0.245,-0.0824,-0.0806,0.163
"801","P15104",2752,"GLUL",0.673480721861694,0.099491318812884,1,2.24e-05,FALSE,FALSE,FALSE,0.0954,0.373,-0.156,-0.0607,0.217
"802","P15121",231,"AKR1B1",0.178872934789242,0.0417381362994577,1,6.86e-07,FALSE,FALSE,FALSE,0.304,0.461,-0.255,0.0492,0.206
"803","P15144",290,"ANPEP",0.199436430380776,0.192286985685006,1,0.00026,FALSE,FALSE,FALSE,0.291,0.295,-0.195,0.0953,0.1
"804","P15151",5817,"PVR",0.0249425306254933,0.0835158752844911,1,1.12e-05,FALSE,FALSE,FALSE,0.508,0.392,-0.3,0.208,0.092
"805","P15153",5880,"RAC2",0.811622282517646,0.457833360993064,1,0.00579,FALSE,FALSE,FALSE,0.054,-0.168,0.0381,0.092,-0.13
"806","P15170",2935,"GSPT1",0.696385767435681,0.175996151135351,1,0.000189,FALSE,FALSE,FALSE,-0.0884,0.306,-0.0727,-0.161,0.234
"807","P15289",410,"ARSA",0.101049699925199,0.0406934866597329,1,6.18e-07,FALSE,FALSE,FALSE,0.371,0.464,-0.278,0.0931,0.185
"808","P15291",2683,"B4GALT1",0.90177118922718,0.316895691318008,1,0.00157,FALSE,FALSE,FALSE,-0.028,0.227,-0.0662,-0.0942,0.16
"809","P15309",55,"ACPP",0.695691350183778,0.0287226984644207,1,1.4e-07,FALSE,FALSE,FALSE,0.0886,0.495,-0.195,-0.106,0.301
"810","P15311",7430,"EZR",0.403048816428974,0.14433001339071,1,9.13e-05,FALSE,FALSE,FALSE,0.189,0.331,-0.173,0.016,0.157
"811","P15374",7347,"UCHL3",0.520888509227511,0.274292549819098,1,0.000941,FALSE,FALSE,FALSE,0.145,0.248,-0.131,0.0144,0.117
"812","P15407",8061,"FOSL1",0.136858302098754,0.908259868579738,1,0.0488,FALSE,FALSE,FALSE,0.337,0.0261,-0.121,0.216,-0.0949
"813","P15531",4830,"NME1",0.128569539775844,0.00319360503259399,1,7.22e-12,FALSE,TRUE,TRUE,0.344,0.668,-0.337,0.00686,0.33
"814","P15559",1728,"NQO1",0.979175064579163,0.0196437838838255,1,2.63e-08,FALSE,FALSE,FALSE,-0.00591,0.528,-0.174,-0.18,0.354
"815","P15586",2799,"GNS",0.433561649313689,0.240589530201295,1,0.000585,FALSE,FALSE,FALSE,0.177,0.266,-0.148,0.0296,0.118
"816","P15735",5261,"PHKG2",0.428689348787438,0.158276046347751,1,0.000129,FALSE,FALSE,FALSE,0.179,0.32,-0.166,0.013,0.153
"817","P15880",6187,"RPS2",0.84561634048046,0.273019443954138,1,0.000926,FALSE,FALSE,FALSE,0.0441,0.248,-0.0975,-0.0534,0.151
"818","P15924",1832,"DSP",0.95912268064731,0.559908591076987,1,0.0115,FALSE,FALSE,FALSE,0.0116,0.132,-0.0479,-0.0363,0.0842
"819","P15927",6118,"RPA2",0.280790306326252,0.270888477086812,1,9e-04,FALSE,FALSE,FALSE,0.244,0.249,-0.165,0.0797,0.0848
"820","P15941",4582,"MUC1",0.986098295757183,0.726916633703295,1,0.0263,FALSE,FALSE,FALSE,-0.00395,0.0791,-0.025,-0.029,0.054
"821","P15954",1350,"COX7C",0.973729040349652,0.659199326735466,1,0.0195,FALSE,FALSE,FALSE,0.00746,0.0999,-0.0358,-0.0283,0.0641
"822","P16070",960,"CD44",0.358465630324468,0.227204476895224,1,0.000474,FALSE,FALSE,FALSE,0.208,0.274,-0.16,0.0475,0.113
"823","P16144",3691,"ITGB4",0.756512911454215,0.143389891886396,1,8.92e-05,FALSE,FALSE,FALSE,0.0702,0.331,-0.134,-0.0637,0.198
"824","P16152",873,"CBR1",0.608729290699118,0.204619613797482,1,0.000326,FALSE,FALSE,FALSE,-0.116,0.287,-0.0571,-0.173,0.23
"825","P16278",2720,"GLB1",0.8198640315751,0.205788364562193,1,0.000332,FALSE,FALSE,FALSE,0.0516,0.287,-0.113,-0.0611,0.174
"826","P16333",4690,"NCK1",0.803980766559536,0.434836826521201,1,0.00485,FALSE,FALSE,FALSE,0.0562,0.177,-0.0777,-0.0215,0.0992
"827","P16401",3009,"HIST1H1B",0.877600759110211,0.813414190471414,1,0.0364,FALSE,FALSE,FALSE,0.0349,0.0535,-0.0294,0.00544,0.024
"828","P16402",3007,"HIST1H1D",0.832473358516312,0.385594283950168,1,0.00317,FALSE,FALSE,FALSE,-0.0479,0.197,-0.0495,-0.0974,0.147
"829","P16403",3006,"HIST1H1C",0.435612949684121,0.713885993620837,1,0.0249,FALSE,FALSE,FALSE,-0.177,-0.083,0.0865,-0.09,0.0035
"830","P16422",4072,"EPCAM",0.992971235480252,0.603601879101807,1,0.0147,FALSE,FALSE,FALSE,-0.002,0.118,-0.0385,-0.0405,0.0791
"831","P16435",5447,"POR",0.231257951315666,0.0986123664062445,1,2.16e-05,FALSE,FALSE,FALSE,0.271,0.374,-0.215,0.0561,0.159
"832","P16455",4255,"MGMT",0.583039706363097,0.14259013881347,1,8.74e-05,FALSE,FALSE,FALSE,0.124,0.332,-0.152,-0.0278,0.18
"833","P16615",488,"ATP2A2",0.378202937732838,0.208843918763239,1,0.000351,FALSE,FALSE,FALSE,0.2,0.285,-0.161,0.0382,0.123
"834","P16885",5336,"PLCG2",0.0533761193236692,0.0962861759703002,1,1.97e-05,FALSE,FALSE,FALSE,-0.438,-0.377,0.271,-0.166,-0.105
"835","P16949",3925,"STMN1",0.731655883883968,0.722095092006925,1,0.0258,FALSE,FALSE,FALSE,0.0777,0.0806,-0.0527,0.0249,0.0278
"836","P16989",8531,"YBX3",0.725455703961314,0.480725597530774,1,0.00687,FALSE,FALSE,FALSE,0.0795,0.16,-0.0797,-0.00021,0.08
"837","P17029",7586,"ZKSCAN1",0.930326223676216,0.67433047805709,1,0.021,FALSE,FALSE,FALSE,0.0198,-0.0952,0.0251,0.0449,-0.07
"838","P17050",4668,"NAGA",0.224003695532677,0.342053969709842,1,0.00206,FALSE,FALSE,FALSE,0.275,0.215,-0.164,0.112,0.0517
"839","P17066",3310,"HSPA6",0.712690847974533,0.0986917420708464,1,2.17e-05,FALSE,FALSE,FALSE,-0.0834,0.374,-0.0969,-0.18,0.277
"840","P17096",3159,"HMGA1",0.139802082284301,0.261321444325764,1,0.000792,FALSE,FALSE,FALSE,0.334,0.254,-0.196,0.138,0.0581
"841","P17174",2805,"GOT1",0.746189407236084,0.18920592328652,1,0.000246,FALSE,FALSE,FALSE,0.0733,0.297,-0.124,-0.0503,0.174
"842","P17252",5578,"PRKCA",0.845160136384242,0.198762811101869,1,0.000293,FALSE,FALSE,FALSE,0.0442,0.291,-0.112,-0.0675,0.179
"843","P17301",3673,"ITGA2",0.408737829018827,0.140872847077891,1,8.36e-05,FALSE,FALSE,FALSE,0.187,0.334,-0.174,0.0136,0.16
"844","P17480",7343,"UBTF",0.504941635798825,0.275163720876625,1,0.000951,FALSE,FALSE,FALSE,0.151,0.247,-0.133,0.0183,0.114
"845","P17535",3727,"JUND",0.118637896582698,0.0381788912589565,1,4.72e-07,FALSE,FALSE,FALSE,0.353,0.469,-0.274,0.0791,0.195
"846","P17612",5566,"PRKACA",0.900762660995726,0.284129870630278,1,0.00106,FALSE,FALSE,FALSE,0.0282,0.243,-0.0903,-0.062,0.152
"847","P17655",824,"CAPN2",0.646381749502115,0.0941454097883706,1,1.81e-05,FALSE,FALSE,FALSE,0.104,0.379,-0.161,-0.0571,0.218
"848","P17693",3135,"HLA-G",0.672208417301848,0.215147297821101,1,0.00039,FALSE,FALSE,FALSE,0.0958,0.281,-0.126,-0.0297,0.155
"849","P17812",1503,"CTPS1",0.63402517660277,0.253892100393824,1,0.000712,FALSE,FALSE,FALSE,0.108,0.258,-0.122,-0.0143,0.136
"850","P17813",2022,"ENG",0.138322436987676,0.0859097026221047,1,1.26e-05,FALSE,FALSE,FALSE,0.336,0.389,-0.242,0.0941,0.147
"851","P17844",1655,"DDX5",0.721632890405159,0.248922991888003,1,0.000662,FALSE,FALSE,FALSE,0.0807,0.261,-0.114,-0.0332,0.147
"852","P17858",5211,"PFKL",0.630106523072436,0.242276146663449,1,6e-04,FALSE,FALSE,FALSE,0.109,0.265,-0.125,-0.0156,0.14
"853","P17931",3958,"LGALS3",0.935226672215945,0.702642748782459,1,0.0238,FALSE,FALSE,FALSE,-0.0184,0.0865,-0.0227,-0.0411,0.0638
"854","P17980",5702,"PSMC3",0.409944210458368,0.0574264256287732,1,2.49e-06,FALSE,FALSE,FALSE,0.187,0.43,-0.206,-0.019,0.225
"855","P17987",6950,"TCP1",0.683352634552085,0.0908761058268705,1,1.58e-05,FALSE,FALSE,FALSE,0.0924,0.383,-0.158,-0.0661,0.225
"856","P18031",5770,"PTPN1",0.284213956118694,0.269618920295076,1,0.000886,FALSE,FALSE,FALSE,0.243,0.25,-0.164,0.0784,0.0858
"857","P18074",2068,"ERCC2",0.319029438262346,0.0197154377717239,1,2.67e-08,FALSE,FALSE,FALSE,0.226,0.528,-0.251,-0.0256,0.277
"858","P18077",6165,"RPL35A",0.924442417833532,0.733982898774204,1,0.0271,FALSE,FALSE,FALSE,-0.0215,0.077,-0.0185,-0.04,0.0585
"859","P18084",3693,"ITGB5",0.703901700222145,0.048356862705694,1,1.24e-06,FALSE,FALSE,FALSE,0.0861,0.447,-0.178,-0.0917,0.269
"860","P18085",378,"ARF4",0.479785738091112,0.173635492889484,1,0.00018,FALSE,FALSE,FALSE,0.16,0.308,-0.156,0.00398,0.152
"861","P18124",6129,"RPL7",0.782182104645687,0.36188121493682,1,0.00252,FALSE,FALSE,FALSE,0.0626,0.207,-0.0897,-0.0271,0.117
"862","P18206",7414,"VCL",0.952494874245073,0.466715956378518,1,0.00619,FALSE,FALSE,FALSE,-0.0135,0.165,-0.0504,-0.0639,0.114
"863","P18564",3694,"ITGB6",0.21204984616339,0.120668667367648,1,4.64e-05,FALSE,FALSE,FALSE,0.283,0.352,-0.211,0.0713,0.14
"864","P18583",6651,"SON",0.692343995991794,0.191834014482973,1,0.000258,FALSE,FALSE,FALSE,0.0896,0.296,-0.128,-0.0388,0.167
"865","P18615",7936,"NELFE",0.133014641640634,0.0239747608418225,1,6.4e-08,FALSE,FALSE,FALSE,0.34,0.511,-0.284,0.0564,0.227
"866","P18621",6139,"RPL17",0.754327063921738,0.308431808759378,1,0.00143,FALSE,FALSE,FALSE,0.0709,0.231,-0.101,-0.0296,0.13
"867","P18669",5223,"PGAM1",0.984627879821094,0.37252586731043,1,0.0028,FALSE,FALSE,FALSE,0.00436,0.202,-0.0688,-0.0644,0.133
"868","P18754",1104,"RCC1",0.266572784045666,0.0992172382442615,1,2.21e-05,FALSE,FALSE,FALSE,0.252,0.373,-0.208,0.0433,0.165
"869","P18827",6382,"SDC1",0.645788366749251,0.368234729548466,1,0.00269,FALSE,FALSE,FALSE,0.104,0.204,-0.103,0.00147,0.101
"870","P18858",3978,"LIG1",0.978807119014605,0.209372557315895,1,0.000354,FALSE,FALSE,FALSE,-0.00602,0.284,-0.0928,-0.0988,0.192
"871","P18859",522,"ATP5J",0.479312107413146,0.121792757035344,1,4.8e-05,FALSE,FALSE,FALSE,0.16,0.35,-0.17,-0.01,0.18
"872","P18887",7515,"XRCC1",0.912076161166402,0.93819646476049,1,0.0529,FALSE,FALSE,FALSE,0.025,-0.0176,-0.00248,0.0225,-0.02
"873","P19105",10627,"MYL12A",0.697439762819287,0.522803353689861,1,0.00917,FALSE,FALSE,FALSE,0.0881,0.145,-0.0776,0.0105,0.0671
"874","P19174",5335,"PLCG1",0.342372079970365,0.244158121900039,1,0.000616,FALSE,FALSE,FALSE,0.215,0.264,-0.16,0.0554,0.104
"875","P19338",4691,"NCL",0.255318003179814,0.0599712145274743,1,2.98e-06,FALSE,FALSE,FALSE,0.258,0.426,-0.228,0.0297,0.198
"876","P19367",3098,"HK1",0.407053171571384,0.298198259631948,1,0.00127,FALSE,FALSE,FALSE,0.188,0.236,-0.141,0.0466,0.0945
"877","P19387",5432,"POLR2C",0.226058900874651,0.00840952486596272,1,6.18e-10,FALSE,TRUE,TRUE,0.274,0.597,-0.29,-0.0162,0.307
"878","P19404",4729,"NDUFV2",0.539101826960184,0.19451449297042,1,0.000271,FALSE,FALSE,FALSE,0.139,0.294,-0.144,-0.00521,0.15
"879","P19447",2071,"ERCC3",0.350496185630223,0.301422576878559,1,0.00132,FALSE,FALSE,FALSE,0.211,0.234,-0.148,0.063,0.0855
"880","P19525",5610,"EIF2AK2",0.345986677161742,0.210880999077898,1,0.000363,FALSE,FALSE,FALSE,0.213,0.283,-0.166,0.0478,0.118
"881","P19623",6723,"SRM",0.983255161265433,0.328102860756306,1,0.00178,FALSE,FALSE,FALSE,0.00475,0.221,-0.0754,-0.0707,0.146
"882","P19784",1459,"CSNK2A2",0.571911695695748,0.218392673673343,1,0.000411,FALSE,FALSE,FALSE,0.128,0.279,-0.136,-0.00758,0.143
"883","P19793",6256,"RXRA",0.981658871650092,0.254409205218807,1,0.000717,FALSE,FALSE,FALSE,0.00521,0.258,-0.0878,-0.0826,0.17
"884","P19838",4790,"NFKB1",0.657383720421823,0.216170627811793,1,0.000397,FALSE,FALSE,FALSE,0.1,0.28,-0.127,-0.0264,0.153
"885","P19971",1890,"TYMP",0.50230889492066,0.0293377848806829,1,1.53e-07,FALSE,FALSE,FALSE,-0.152,0.494,-0.114,-0.266,0.38
"886","P20020",490,"ATP2B1",0.550857239407326,0.576257429369778,1,0.0127,FALSE,FALSE,FALSE,0.135,0.127,-0.0872,0.0479,0.0394
"887","P20042",8894,"EIF2S2",0.797920695656076,0.411611856707613,1,0.004,FALSE,FALSE,FALSE,0.058,0.186,-0.0813,-0.0233,0.105
"888","P20073",310,"ANXA7",0.741557677927146,0.155399319723443,1,0.00012,FALSE,FALSE,FALSE,0.0747,0.322,-0.132,-0.0575,0.19
"889","P20248",890,"CCNA2",0.907009839855719,0.231796286717623,1,0.000511,FALSE,FALSE,FALSE,-0.0265,0.271,-0.0815,-0.108,0.189
"890","P20290",689,"BTF3",0.774532249658644,0.0514117188712843,1,1.58e-06,FALSE,FALSE,FALSE,0.0649,0.441,-0.169,-0.104,0.273
"891","P20339",5868,"RAB5A",0.195477234562268,0.00843962367742672,1,6.28e-10,FALSE,TRUE,TRUE,0.293,0.597,-0.297,-0.0034,0.3
"892","P20340",5870,"RAB6A",0.419762566932549,0.331799431071583,1,0.00185,FALSE,FALSE,FALSE,0.183,0.22,-0.134,0.0486,0.0856
"893","P20585",4437,"MSH3",0.0685768480505634,0.000216669373475805,1,7.56e-16,FALSE,TRUE,TRUE,0.412,0.838,-0.417,-0.00428,0.421
"894","P20591",4599,"MX1",0.814876044764654,0.0562633833282799,1,2.29e-06,FALSE,FALSE,FALSE,0.053,0.432,-0.162,-0.109,0.271
"895","P20618",5689,"PSMB1",0.229460187992642,0.355028556322764,1,0.00236,FALSE,FALSE,FALSE,0.272,0.209,-0.161,0.112,0.0489
"896","P20645",4074,"M6PR",0.26269093999988,0.355554535026045,1,0.00237,FALSE,FALSE,FALSE,0.254,0.209,-0.154,0.0994,0.0549
"897","P20674",9377,"COX5A",0.453371895938105,0.601055433203829,1,0.0145,FALSE,FALSE,FALSE,0.17,0.118,-0.0961,0.0737,0.0223
"898","P20700",4001,"LMNB1",0.404403581163198,0.106529631911645,1,2.9e-05,FALSE,FALSE,FALSE,0.189,0.366,-0.185,0.00404,0.181
"899","P20810",831,"CAST",0.742068016032091,0.511622656574359,1,0.00852,FALSE,FALSE,FALSE,0.0745,0.149,-0.0744,0.000145,0.0742
"900","P20839",3614,"IMPDH1",0.646772817071793,0.191985342845776,1,0.000259,FALSE,FALSE,FALSE,0.104,0.296,-0.133,-0.0293,0.162
"901","P20936",5921,"RASA1",0.823147771761975,0.470345239245855,1,0.00636,FALSE,FALSE,FALSE,-0.0506,0.164,-0.0376,-0.0882,0.126
"902","P20962",5763,"PTMS",0.876228092854116,0.429874520190769,1,0.00466,FALSE,FALSE,FALSE,0.0353,0.179,-0.0714,-0.0361,0.107
"903","P21127",984,"CDK11B",0.172908486713512,0.303147237596046,1,0.00134,FALSE,FALSE,FALSE,0.309,0.233,-0.181,0.128,0.0526
"904","P21266",2947,"GSTM3",0.546897118495258,0.196430615261522,1,0.000281,FALSE,FALSE,FALSE,0.136,0.293,-0.143,-0.00657,0.15
"905","P21281",526,"ATP6V1B2",0.595925421495667,0.134163186510252,1,6.96e-05,FALSE,FALSE,FALSE,0.12,0.339,-0.153,-0.033,0.186
"906","P21283",528,"ATP6V1C1",0.898034663496362,0.193942542733978,1,0.000268,FALSE,FALSE,FALSE,0.029,0.294,-0.108,-0.0787,0.186
"907","P21291",1465,"CSRP1",0.168146709357739,0.112453719079513,1,3.55e-05,FALSE,FALSE,FALSE,0.312,0.359,-0.224,0.0883,0.136
"908","P21333",2316,"FLNA",0.755359082924998,0.355833030933917,1,0.00238,FALSE,FALSE,FALSE,0.0706,0.209,-0.0932,-0.0227,0.116
"909","P21359",4763,"NF1",0.461727452744691,0.0686380391048431,1,5.19e-06,FALSE,FALSE,FALSE,0.167,0.412,-0.193,-0.0263,0.219
"910","P21399",48,"ACO1",0.803294453129147,0.136643157126832,1,7.45e-05,FALSE,FALSE,FALSE,0.0564,0.337,-0.131,-0.0748,0.206
"911","P21589",4907,"NT5E",0.171940277377635,0.159301594675443,1,0.000132,FALSE,FALSE,FALSE,0.309,0.319,-0.209,0.1,0.109
"912","P21796",7416,"VDAC1",0.417741718153541,0.216973174061186,1,0.000402,FALSE,FALSE,FALSE,0.184,0.28,-0.154,0.0291,0.125
"913","P21912",6390,"SDHB",0.105205867524182,0.958822666315713,1,0.0557,FALSE,FALSE,FALSE,-0.367,-0.0117,0.126,-0.241,0.115
"914","P21926",928,"CD9",0.293848432343088,0.535990627998381,1,0.00997,FALSE,FALSE,FALSE,0.238,0.14,-0.126,0.112,0.0142
"915","P21964",1312,"COMT",0.305803575018855,0.00797954405976492,1,4.89e-10,FALSE,TRUE,TRUE,0.232,0.601,-0.278,-0.0457,0.323
"916","P21980",7052,"TGM2",0.472514867487257,0.0767994047817832,1,8.08e-06,FALSE,FALSE,FALSE,0.163,0.401,-0.188,-0.0251,0.213
"917","P22033",4594,"MUT",0.481646731136546,0.176546271859216,1,0.000191,FALSE,FALSE,FALSE,0.159,0.306,-0.155,0.00421,0.151
"918","P22059",5007,"OSBP",0.473330813405271,0.149462839857698,1,0.000104,FALSE,FALSE,FALSE,0.162,0.326,-0.163,-0.000552,0.164
"919","P22061",5110,"PCMT1",0.636859100440752,0.0934560125037956,1,1.76e-05,FALSE,FALSE,FALSE,0.107,0.38,-0.162,-0.0554,0.218
"920","P22087",2091,"FBL",0.304732686324902,0.1671852168111,1,0.000157,FALSE,FALSE,FALSE,0.232,0.313,-0.182,0.0507,0.131
"921","P22102",2618,"GART",0.578277895354615,0.0317897073335395,1,2.14e-07,FALSE,FALSE,FALSE,0.126,0.486,-0.204,-0.0782,0.282
"922","P22223",1001,"CDH3",0.380407066819805,0.255462969583126,1,0.000729,FALSE,FALSE,FALSE,0.199,0.258,-0.152,0.0466,0.105
"923","P22234",10606,"PAICS",0.484072359227188,0.0311625937775953,1,1.97e-07,FALSE,FALSE,FALSE,0.158,0.488,-0.216,-0.057,0.273
"924","P22307",6342,"SCP2",0.1723567517459,0.153679706176055,1,0.000115,FALSE,FALSE,FALSE,0.309,0.323,-0.211,0.0983,0.112
"925","P22314",7317,"UBA1",0.453026256797982,0.0992424646061722,1,2.22e-05,FALSE,FALSE,FALSE,0.17,0.373,-0.181,-0.0112,0.192
"926","P22392",4831,"NME2",0.948124482834716,0.0836295235154608,1,1.13e-05,FALSE,FALSE,FALSE,0.0147,0.392,-0.136,-0.121,0.256
"927","P22570",2232,"FDXR",0.572277362566096,0.323855686851924,1,0.0017,FALSE,FALSE,FALSE,0.128,0.223,-0.117,0.0108,0.106
"928","P22626",3181,"HNRNPA2B1",0.660491512934504,0.504396564472434,1,0.00812,FALSE,FALSE,FALSE,0.0995,0.151,-0.0836,0.0159,0.0676
"929","P22676",794,"CALB2",0.206765875307974,0.0844029178222884,1,1.17e-05,FALSE,FALSE,FALSE,0.286,0.391,-0.226,0.0603,0.165
"930","P22681",867,"CBL",1.04898184443143e-05,7.33088792975306e-09,1,7.56e-16,TRUE,TRUE,TRUE,0.998,1.31,-0.769,0.229,0.541
"931","P22695",7385,"UQCRC2",0.884626552333988,0.222583510970832,1,0.00044,FALSE,FALSE,FALSE,0.0329,0.276,-0.103,-0.0702,0.173
"932","P23193",6917,"TCEA1",0.875799026430486,0.284913846495482,1,0.00108,FALSE,FALSE,FALSE,-0.0354,0.242,-0.0689,-0.104,0.173
"933","P23229",3655,"ITGA6",0.640380374727847,0.399578742340423,1,0.0036,FALSE,FALSE,FALSE,0.106,0.191,-0.0989,0.00694,0.0919
"934","P23246",6421,"SFPQ",0.719654096283296,0.19075119585315,1,0.000253,FALSE,FALSE,FALSE,0.0813,0.296,-0.126,-0.0446,0.17
"935","P23258",7283,"TUBG1",0.627425959986845,0.273506284266562,1,0.000931,FALSE,FALSE,FALSE,0.11,0.248,-0.119,-0.00939,0.129
"936","P23284",5479,"PPIB",0.427658379943167,0.253753560770675,1,0.000711,FALSE,FALSE,FALSE,0.18,0.258,-0.146,0.0336,0.112
"937","P23368",4200,"ME2",0.247004257013883,0.0694226723735001,1,5.43e-06,FALSE,FALSE,FALSE,0.262,0.411,-0.224,0.0377,0.187
"938","P23381",7453,"WARS",0.271767555655022,0.0682823595829239,1,5.08e-06,FALSE,FALSE,FALSE,0.249,0.413,-0.221,0.0283,0.192
"939","P23396",6188,"RPS3",0.793421245878682,0.24826433887034,1,0.000655,FALSE,FALSE,FALSE,0.0593,0.261,-0.107,-0.0476,0.155
"940","P23443",6198,"RPS6KB1",0.695880547170678,0.273789473931091,1,0.000935,FALSE,FALSE,FALSE,0.0885,0.248,-0.112,-0.0236,0.136
"941","P23469",5791,"PTPRE",0.359510744347925,0.398421037145393,1,0.00356,FALSE,FALSE,FALSE,0.208,0.191,-0.133,0.0746,0.0583
"942","P23497",6672,"SP100",0.6051524437375,0.0306760904487167,1,1.84e-07,FALSE,FALSE,FALSE,0.117,0.49,-0.202,-0.0851,0.287
"943","P23526",191,"AHCY",0.822109784536834,0.286380413273637,1,0.0011,FALSE,FALSE,FALSE,0.0509,0.241,-0.0975,-0.0465,0.144
"944","P23528",1072,"CFL1",0.966324245248073,0.139906988711502,1,8.14e-05,FALSE,FALSE,FALSE,-0.00956,0.334,-0.108,-0.118,0.226
"945","P23588",1975,"EIF4B",0.461022402585856,0.0645411679344183,1,4.02e-06,FALSE,FALSE,FALSE,0.167,0.419,-0.195,-0.0282,0.223
"946","P23610",8263,"F8A1",0.0871938601839414,0.134321159328313,1,6.99e-05,FALSE,FALSE,FALSE,0.387,0.339,-0.242,0.145,0.0969
"947","P23634",493,"ATP2B4",0.0470939957167697,0.0552016659207123,1,2.12e-06,FALSE,FALSE,FALSE,0.45,0.434,-0.295,0.155,0.14
"948","P23743",1606,"DGKA",0.734624279229886,0.301082710019391,1,0.00131,FALSE,FALSE,FALSE,0.0768,0.234,-0.104,-0.0269,0.131
"949","P23786",1376,"CPT2",0.433965963835082,0.0851545441786589,1,1.22e-05,FALSE,FALSE,FALSE,0.177,0.39,-0.189,-0.0118,0.201
"950","P23919",1841,"DTYMK",0.13990540487472,0.00299835341262631,1,5.4e-12,FALSE,TRUE,TRUE,0.334,0.672,-0.336,-0.00119,0.337
"951","P23921",6240,"RRM1",0.63108937594989,0.224290554495918,1,0.000453,FALSE,FALSE,FALSE,0.109,0.275,-0.128,-0.0192,0.147
"952","P24386",1121,"CHM",0.697858815441158,0.093142266620328,1,1.74e-05,FALSE,FALSE,FALSE,0.0879,0.38,-0.156,-0.0681,0.224
"953","P24468",7026,"NR2F2",0.514787825922512,0.0607463734513347,1,3.13e-06,FALSE,FALSE,FALSE,0.148,0.425,-0.191,-0.0432,0.234
"954","P24534",1933,"EEF1B2",0.625004118975732,0.120128366012436,1,4.56e-05,FALSE,FALSE,FALSE,0.111,0.352,-0.154,-0.0435,0.198
"955","P24539",515,"ATP5F1",0.64028816007288,0.341081090669117,1,0.00204,FALSE,FALSE,FALSE,0.106,0.216,-0.107,-0.00132,0.108
"956","P24666",52,"ACP1",0.715233012296422,0.120929383535265,1,4.68e-05,FALSE,FALSE,FALSE,0.0826,0.351,-0.145,-0.062,0.207
"957","P24752",38,"ACAT1",0.298553709014023,0.10871776132312,1,3.13e-05,FALSE,FALSE,FALSE,0.235,0.363,-0.2,0.0359,0.164
"958","P24821",3371,"TNC",0.782205580672543,0.0426490001449612,1,7.48e-07,FALSE,FALSE,FALSE,0.0626,0.459,-0.174,-0.111,0.285
"959","P24928",5430,"POLR2A",0.382619459253849,0.128059528905887,1,5.84e-05,FALSE,FALSE,FALSE,0.198,0.345,-0.181,0.0169,0.164
"960","P24941",1017,"CDK2",0.904578683873213,0.082053442791893,1,1.05e-05,FALSE,FALSE,FALSE,0.0272,0.394,-0.14,-0.113,0.254
"961","P25098",156,"ADRBK1",0.955457197762695,0.360935583430769,1,0.0025,FALSE,FALSE,FALSE,-0.0127,0.207,-0.0648,-0.0774,0.142
